name	x	y	z	size	group	hemisphere	type	tal.x	tal.y	tal.z	ind.region
G5	66.9415	1.27417	3.92284710188972	-999	G	R	grid	54.153	2.10369	8.23656	precentral
G6	68.8774	-9.03583	13.9648212996487	-999	G	R	grid	56.1601	-8.38374	13.3705	postcentral
G3	59.8266	20.2021	-1.2199376174479	-999	G	R	grid	48.0553	21.941	-0.366736	parsopercularis
G4	63.4255	11.0867	1.81686446333296	-999	G	R	grid	52.2125	12.1916	4.29534	parsopercularis
G7	70.5984	-23.4017	16.2633999127413	-999	G	R	grid	57.1001	-18.2935	17.4283	superiortemporal
G8	68.7591	-33.7824	19.8738965401256	-999	G	R	grid	57.8163	-29.8446	21.8436	supramarginal
G11	59.0622	12.4406	-14.162824476566	-999	G	R	grid	48.4115	17.5589	-8.90527	superiortemporal
G12	63.3189	2.40694	-10.8654280316155	-999	G	R	grid	52.6434	8.33891	-4.71638	superiortemporal
G13	67.0478	-2.77908	-5.6582594782388	-999	G	R	grid	54.5839	-1.76387	-1.07332	superiortemporal
G14	68.993	-11.486	2.46312726804896	-999	G	R	grid	57.7409	-11.3407	3.59522	superiortemporal
G15	70.387	-23.2225	5.93445529779342	-999	G	R	grid	59.0318	-22.4338	7.83294	superiortemporal
G16	70.7575	-34.3729	10.3289850548067	-999	G	R	grid	57.8964	-32.5343	12.2435	bankssts
G18	47.1382	22.6403	-28.4334022530246	-999	G	R	grid	45.8349	24.4126	-22.1198	superiortemporal
G19	57.5129	12.296	-28.2693097906889	-999	G	R	grid	48.8425	13.7276	-17.4915	superiortemporal
G20	63.9145	2.53903	-23.5441730656841	-999	G	R	grid	52.9331	4.3647	-14.2825	superiortemporal
G21	68.1051	-5.4609	-19.079991029202	-999	G	R	grid	56.1646	-4.67773	-9.98774	middletemporal
G22	71.8125	-17.0524	-9.30855034187718	-999	G	R	grid	58.5307	-15.4169	-6.28647	superiortemporal
G23	73.5047	-27.8652	-4.736275071907	-999	G	R	grid	59.4708	-25.3421	-2.53752	middletemporal
G24	73.7866	-39.2004	0.499221337093159	-999	G	R	grid	60.3282	-36.7638	2.58982	bankssts
G26	47.0287	20.4048	-38.1242331824834	-999	G	R	grid	46.274	21.5335	-31.9083	middletemporal
G27	55.6231	10.8668	-39.5289904179617	-999	G	R	grid	49.2815	10.8485	-27.28	middletemporal
G28	61.5074	0.717718	-32.9810637849663	-999	G	R	grid	53.5134	1.62845	-23.0911	middletemporal
G29	67.6486	-9.68693	-28.2372572625943	-999	G	R	grid	56.521	-9.05661	-18.4628	middletemporal
G30	70.4251	-20.5369	-20.572917341198	-999	G	R	grid	58.9617	-19.2483	-14.8727	middletemporal
G31	72.7536	-31.9497	-16.8646601060249	-999	G	R	grid	59.9017	-29.1734	-11.1238	middletemporal
G32	73.0479	-44.2144	-14.2824491378523	-999	G	R	grid	58.7583	-40.2432	-5.84969	middletemporal
RTT1	14.659	-20.1935	-19.4919164046614	-999	RTT	R	strip	19.5002	-17.7369	-15.8396	parahippocampal
RTT2	16.1594	-10.4873	-28.283282111946	-999	RTT	R	strip	20.569	-7.21473	-21.0025	entorhinal
RTT3	17.6821	0.115892	-32.8135436001697	-999	RTT	R	strip	21.9949	4.14077	-24.3168	n/a
RTT4	18.3112	10.9695	-35.9054300564076	-999	RTT	R	strip	25.3392	13.6413	-26.5294	entorhinal
RTT5	23.2965	23.0059	-35.9191280510916	-999	RTT	R	strip	31.0496	24.5722	-28.3074	temporalpole
RTT6	30.4192	25.6279	-37.1831107147111	-999	RTT	R	strip	38.9403	28.9472	-29.1802	temporalpole
RAST1	18.323	9.40058	-43.913035528319	-999	RAST	R	strip	26.3512	12.2859	-33.6005	temporalpole
RAST2	24.8158	15.3078	-45.5792903642007	-999	RAST	R	strip	30.9075	19.217	-39.611	temporalpole
RAST3	37.6054	19.2782	-44.2831967364231	-999	RAST	R	strip	40.1495	22.2306	-40.4203	temporalpole
RAST4	44.5086	20.4422	-40.9025293644016	-999	RAST	R	strip	46.8506	20.9273	-34.9539	middletemporal
RMST1	18.9908	-3.07023	-41.7721707159568	-999	RMST	R	strip	27.5694	-0.435699	-32.4525	fusiform
RMST2	23.7343	-0.718565	-50.3244067399348	-999	RMST	R	strip	33.4629	2.16458	-38.8766	fusiform
RMST3	38.5999	3.4754	-47.5312569102614	-999	RMST	R	strip	43.8546	6.09565	-40.0141	inferiortemporal
RMST4	48.3807	7.57606	-44.0155409115255	-999	RMST	R	strip	50.1442	8.3979	-34.1288	inferiortemporal
RPST1	19.8611	-24.6441	-24.5101250734702	-999	RPST	R	strip	25.4904	-22.8369	-19.8333	parahippocampal
RPST2	27.3629	-23.6585	-32.7703275922941	-999	RPST	R	strip	34.1675	-20.3949	-24.5624	fusiform
RPST3	34.329	-20.4158	-37.4080505095134	-999	RPST	R	strip	43.4859	-17.8987	-28.3643	fusiform
RPST4	45.1123	-19.3647	-37.2597073298621	-999	RPST	R	strip	52.0866	-14.9393	-30.1005	inferiortemporal
RPLT1	31.6335	-102.012	1.38447333173414	-999	RPLT	R	strip	28.3329	-97.3687	3.75478	lateraloccipital
RPLT2	39.2404	-95.5816	2.18912644250483	-999	RPLT	R	strip	36.6554	-91.6126	4.62259	lateraloccipital
RPLT3	50.1521	-88.2184	0.961650183847681	-999	RPLT	R	strip	45.1352	-83.8096	4.05954	lateraloccipital
